ORF_A	ORF_B	Gene_A	Gene_B 
YHR193C	YPL037C	EGD2	EGD1 
YCR081W	YJL203W	SRB8	PRP21 
YCR081W	YCR081W	SRB8	SRB8 
YBL040C	YOL020W	ERD2	TAT2 
YBL040C	YMR215W	ERD2	GAS3 
YBL040C	YBL040C	ERD2	ERD2 
YBL040C	YJR010CA	ERD2	SPC1 
YBL040C	YDR414C	ERD2	ERD1 
YBL040C	YGR060W	ERD2	ERG25 
YBL040C	YEL063C	ERD2	CAN1 
YBL040C	YPR156C	ERD2	TPO3 
YBL040C	YDR331W	ERD2	GPI8 
YJR127C	YJR127C	RSF2	RSF2 
YJR127C	YKR086W	RSF2	PRP16 
YJL176C	YPR034W	SWI3	ARP7 
YJL176C	YJL176C	SWI3	SWI3 
YJL176C	YOR290C	SWI3	SNF2 
YJL176C	YOL069W	SWI3	NUF2 
YLR453C	YNL216W	RIF2	RAP1 
YCR007C	YPL020C	YCR007C	ULP1 
YCR007C	YMR079W	YCR007C	SEC14 
YCR007C	YKR066C	YCR007C	CCP1 
YCR007C	YDR107C	YCR007C	TMN2 
YCR007C	YCR007C	YCR007C	YCR007C 
YCR007C	YDL120W	YCR007C	YFH1 
YCR007C	YDL164C	YCR007C	CDC9 
YCR007C	YCR061W	YCR007C	YCR061W 
YHR128W	YHR128W	FUR1	FUR1 
YHR128W	YNR012W	FUR1	URK1 
YHR128W	YPR185W	FUR1	ATG13 
YDR225W	YNL031C	HTA1	HHT2 
YDR225W	YGR252W	HTA1	GCN5 
YDR225W	YDR225W	HTA1	HTA1 
YDR225W	YOR244W	HTA1	ESA1 
YDR225W	YNL030W	HTA1	HHF2 
YDR225W	YKR048C	HTA1	NAP1 
YPR020W	YPR020W	ATP20	ATP20 
YPR020W	YPR194C	ATP20	OPT2 
YJR003C	YPR173C	YJR003C	VPS4 
YJR003C	YLR423C	YJR003C	ATG17 
YJR003C	YPL049C	YJR003C	DIG1 
YPL189W	YPR192W	GUP2	AQY1 
YPL189W	YPL189W	GUP2	GUP2 
YJL056C	YPR154W	ZAP1	PIN3 
YDR482C	YDR482C	CWC21	CWC21 
YDR482C	YGL028C	CWC21	SCW11 
YDR482C	YOR276W	CWC21	CAF20 
YDR482C	YMR180C	CWC21	CTL1 
YBL058W	YLR291C	SHP1	GCD7 
YBL058W	YOR098C	SHP1	NUP1 
YBL058W	YNL155W	SHP1	YNL155W 
YBL058W	YFL044C	SHP1	OTU1 
YBL058W	YDL190C	SHP1	UFD2 
YBL058W	YDL126C	SHP1	CDC48 
YLL039C	YMR276W	UBI4	DSK2 
YLL039C	YPR152C	UBI4	URN1 
YLL039C	YLL039C	UBI4	UBI4 
YLL039C	YPR154W	UBI4	PIN3 
YLL039C	YML097C	UBI4	VPS9 
YCL017C	YCL017C	NFS1	NFS1 
YCL017C	YLR310C	NFS1	CDC25 
YCL017C	YER048WA	NFS1	ISD11 
YMR186W	YOR057W	HSC82	SGT1 
YMR186W	YNL281W	HSC82	HCH1 
YMR186W	YNR032W	HSC82	PPG1 
YMR186W	YMR186W	HSC82	HSC82 
YCR065W	YML051W	HCM1	GAL80 
YCR065W	YCR065W	HCM1	HCM1 
YPR091C	YPR091C	YPR091C	YPR091C 
YNL020C	YNL020C	ARK1	ARK1 
YDL215C	YDL215C	GDH2	GDH2 
YDL215C	YPR048W	GDH2	TAH18 
YDL215C	YLR432W	GDH2	IMD3 
YLR354C	YPR152C	TAL1	URN1 
YFR008W	YKL138CA	FAR7	HSK3 
YFR008W	YFR008W	FAR7	FAR7 
YFR008W	YMR052W	FAR7	FAR3 
YFR008W	YOR111W	FAR7	YOR111W 
YFR008W	YPR046W	FAR7	MCM16 
YFR008W	YMR029C	FAR7	FAR8 
YDR284C	YPL094C	DPP1	SEC62 
YDR284C	YPR079W	DPP1	MRL1 
YDR284C	YPL147W	DPP1	PXA1 
YDR284C	YDR479C	DPP1	PEX29 
YDR284C	YLR083C	DPP1	EMP70 
YDR284C	YNL111C	DPP1	CYB5 
YDR284C	YKR088C	DPP1	TVP38 
YDR284C	YIR038C	DPP1	GTT1 
YDR284C	YPR071W	DPP1	YPR071W 
YDR284C	YHL017W	DPP1	YHL017W 
YDR284C	YDR284C	DPP1	DPP1 
YMR091C	YPL240C	NPL6	HSP82 
YMR091C	YMR091C	NPL6	NPL6 
YJL143W	YJR045C	TIM17	SSC1 
YJL143W	YNR017W	TIM17	TIM23 
YGR057C	YGR057C	LST7	LST7 
YGR057C	YKL015W	LST7	PUT3 
YHL042W	YPL076W	YHL042W	GPI2 
YHL042W	YIL006W	YHL042W	YIA6 
YHL042W	YPL264C	YHL042W	YPL264C 
YHL042W	YLR018C	YHL042W	POM34 
YHL042W	YKL065C	YHL042W	YET1 
YHL042W	YLR372W	YHL042W	SUR4 
YHL042W	YOR254C	YHL042W	SEC63 
YHL042W	YJL117W	YHL042W	PHO86 
YHL042W	YPR028W	YHL042W	YOP1 
YHL042W	YJR117W	YHL042W	STE24 
YHL042W	YMR264W	YHL042W	CUE1 
YHL042W	YJR010CA	YHL042W	SPC1 
YHL042W	YNL003C	YHL042W	PET8 
YHL042W	YOR127W	YHL042W	RGA1 
YHL042W	YPL265W	YHL042W	DIP5 
YHL042W	YML048W	YHL042W	GSF2 
YHL042W	YOR016C	YHL042W	ERP4 
YHL042W	YKL012W	YHL042W	PRP40 
YHL042W	YHL042W	YHL042W	YHL042W 
YHL042W	YJR017C	YHL042W	ESS1 
YHL042W	YHR032W	YHL042W	ERC1 
YHL042W	YNL329C	YHL042W	PEX6 
YHL042W	YIL016W	YHL042W	SNL1 
YGL178W	YHR114W	MPT5	BZZ1 
YGL178W	YLR452C	MPT5	SST2 
YML058W	YML058W	SML1	SML1 
YBL043W	YKL089W	ECM13	MIF2 
YBL043W	YMR117C	ECM13	SPC24 
YBL043W	YDR118W	ECM13	APC4 
YBL043W	YDR099W	ECM13	BMH2 
YBL043W	YKR083C	ECM13	DAD2 
YBL043W	YDR320CA	ECM13	DAD4 
YBL043W	YPL018W	ECM13	CTF19 
YBL043W	YBL100WA	ECM13	YBL100WA 
YBL043W	YGL240W	ECM13	DOC1 
YBL043W	YGL075C	ECM13	MPS2 
YBL043W	YJR135C	ECM13	MCM22 
YBL043W	YJR112W	ECM13	NNF1 
YLR018C	YMR264W	POM34	CUE1 
YLR018C	YLR018C	POM34	POM34 
YLR018C	YML048W	POM34	GSF2 
YLR018C	YNL279W	POM34	PRM1 
YLR018C	YLR372W	POM34	SUR4 
YLR018C	YPR028W	POM34	YOP1 
YKR059W	YPL125W	TIF1	KAP120 
YBR205W	YDL101C	KTR3	DUN1 
YBR205W	YPR107C	KTR3	YTH1 
YBR205W	YHR016C	KTR3	YSC84 
YBR205W	YGL212W	KTR3	VAM7 
YBR205W	YHR105W	KTR3	YPT35 
YBR205W	YFR024CA	KTR3	LSB3 
YBR205W	YHR114W	KTR3	BZZ1 
YBR205W	YIR038C	KTR3	GTT1 
YBR205W	YBR205W	KTR3	KTR3 
YBR205W	YFL038C	KTR3	YPT1 
YLR292C	YPR048W	SEC72	TAH18 
YLR292C	YML123C	SEC72	PHO84 
YLR292C	YNL003C	SEC72	PET8 
YLR292C	YLR292C	SEC72	SEC72 
YLR292C	YML008C	SEC72	ERG6 
YLR292C	YOR254C	SEC72	SEC63 
YLR216C	YPL240C	CPR6	HSP82 
YLR216C	YMR186W	CPR6	HSC82 
YLR216C	YLR216C	CPR6	CPR6 
YLR216C	YNR032W	CPR6	PPG1 
YCR044C	YHR140W	PER1	YHR140W 
YCR044C	YCR044C	PER1	PER1 
YCR044C	YDR331W	PER1	GPI8 
YDR046C	YPL240C	BAP3	HSP82 
YDR046C	YGR060W	BAP3	ERG25 
YDR046C	YJR010CA	BAP3	SPC1 
YDR046C	YLR372W	BAP3	SUR4 
YDR046C	YIL005W	BAP3	EPS1 
YDR046C	YDR046C	BAP3	BAP3 
YJL092W	YOR355W	SRS2	GDS1 
YJL092W	YJL092W	SRS2	SRS2 
YDR096W	YPR154W	GIS1	PIN3 
YOR138C	YOR138C	RUP1	RUP1 
YGR246C	YNR003C	BRF1	RPC34 
YGR246C	YGR246C	BRF1	BRF1 
YJR138W	YLR438CA	IML1	LSM3 
YJR138W	YJR138W	IML1	IML1 
YNL106C	YPR173C	INP52	VPS4 
YNL106C	YPR188C	INP52	MLC2 
YNL106C	YPL032C	INP52	SVL3 
YNL106C	YNL106C	INP52	INP52 
YNL286W	YOR284W	CUS2	HUA2 
YNL093W	YPL240C	YPT53	HSP82 
YNL093W	YOR370C	YPT53	MRS6 
YNL093W	YNL263C	YPT53	YIF1 
YNL093W	YNL093W	YPT53	YPT53 
YGL134W	YPL031C	PCL10	PHO85 
YGL134W	YLR258W	PCL10	GSY2 
YGL134W	YGL134W	PCL10	PCL10 
YDR425W	YJL036W	SNX41	SNX4 
YLR456W	YLR456W	YLR456W	YLR456W 
YLR456W	YNR053C	YLR456W	NOG2 
YDR448W	YMR314W	ADA2	PRE5 
YDR448W	YGL112C	ADA2	TAF6 
YDR448W	YJR003C	ADA2	YJR003C 
YDR448W	YPL135W	ADA2	ISU1 
YDR448W	YMR223W	ADA2	UBP8 
YDR448W	YMR236W	ADA2	TAF9 
YDR448W	YJL011C	ADA2	RPC17 
YDR448W	YGR261C	ADA2	APL6 
YDR448W	YER148W	ADA2	SPT15 
YDR448W	YGR142W	ADA2	BTN2 
YDR448W	YHL004W	ADA2	MRP4 
YDR448W	YJL058C	ADA2	BIT61 
YDR448W	YER018C	ADA2	SPC25 
YDR448W	YLR424W	ADA2	SPP382 
YDR448W	YHR099W	ADA2	TRA1 
YDR448W	YDR448W	ADA2	ADA2 
YDR448W	YGR252W	ADA2	GCN5 
YDR448W	YHR022C	ADA2	YHR022C 
YDR448W	YPL254W	ADA2	HFI1 
YDR448W	YGR195W	ADA2	SKI6 
YDR448W	YML041C	ADA2	VPS71 
YDR448W	YPR173C	ADA2	VPS4 
YDR448W	YLR055C	ADA2	SPT8 
YDR448W	YPL077C	ADA2	YPL077C 
YDR448W	YOL148C	ADA2	SPT20 
YDR448W	YPL122C	ADA2	TFB2 
YIL166C	YKL217W	YIL166C	JEN1 
YIL166C	YIL166C	YIL166C	YIL166C 
YER184C	YER184C	YER184C	YER184C 
YDR097C	YOL090W	MSH6	MSH2 
YDR097C	YDR097C	MSH6	MSH6 
YOR194C	YPR086W	TOA1	SUA7 
YLR368W	YMR035W	MDM30	IMP2 
YLR368W	YPR093C	MDM30	ASR1 
YLR368W	YLR368W	MDM30	MDM30 
YLR368W	YPR078C	MDM30	YPR078C 
YLR368W	YMR048W	MDM30	CSM3 
YKL095W	YNL229C	YJU2	URE2 
YKL095W	YKL095W	YJU2	YJU2 
YGR060W	YLL028W	ERG25	TPO1 
YGR060W	YMR215W	ERG25	GAS3 
YGR060W	YLL005C	ERG25	SPO75 
YGR060W	YPL264C	ERG25	YPL264C 
YGR060W	YGR284C	ERG25	ERV29 
YGR060W	YKR088C	ERG25	TVP38 
YGR060W	YLR372W	ERG25	SUR4 
YGR060W	YJL117W	ERG25	PHO86 
YGR060W	YMR264W	ERG25	CUE1 
YGR060W	YHL003C	ERG25	LAG1 
YGR060W	YJR117W	ERG25	STE24 
YGR060W	YJR010CA	ERG25	SPC1 
YGR060W	YHR140W	ERG25	YHR140W 
YGR060W	YML048W	ERG25	GSF2 
YGR060W	YNL101W	ERG25	AVT4 
YGR060W	YOL003C	ERG25	PFA4 
YGR060W	YIL016W	ERG25	SNL1 
YGR060W	YHR123W	ERG25	EPT1 
YGR060W	YPL076W	ERG25	GPI2 
YGR060W	YGR105W	ERG25	VMA21 
YGR060W	YKL154W	ERG25	SRP102 
YGR060W	YGR060W	ERG25	ERG25 
YGR060W	YKL008C	ERG25	LAC1 
YGR060W	YML075C	ERG25	HMG1 
YGR060W	YKL065C	ERG25	YET1 
YGR060W	YLR343W	ERG25	GAS2 
YGR060W	YLR100W	ERG25	ERG27 
YGR060W	YPR028W	ERG25	YOP1 
YGR060W	YPL227C	ERG25	ALG5 
YGR060W	YJL129C	ERG25	TRK1 
YGR060W	YOR016C	ERG25	ERP4 
YGR060W	YPR192W	ERG25	AQY1 
YGR060W	YGR175C	ERG25	ERG1 
YHR041C	YHR058C	SRB2	MED6 
YHR041C	YOL051W	SRB2	GAL11 
YHR086W	YMR257C	NAM8	PET111 
YHR086W	YHR086W	NAM8	NAM8 
YOL120C	YPL240C	RPL18A	HSP82 
YOR125C	YOR125C	CAT5	CAT5 
YML079W	YML079W	YML079W	YML079W 
YLR065C	YLR065C	YLR065C	YLR065C 
YNL298W	YPL115C	CLA4	BEM3 
YNL298W	YNL298W	CLA4	CLA4 
YNL298W	YOR127W	CLA4	RGA1 
YGL225W	YPL094C	VRG4	SEC62 
YGL225W	YIR033W	VRG4	MGA2 
YGL225W	YIR038C	VRG4	GTT1 
YGL225W	YPR071W	VRG4	YPR071W 
YNL122C	YNL122C	YNL122C	YNL122C 
YGL066W	YMR168C	SGF73	CEP3 
YOR261C	YOR261C	RPN8	RPN8 
YLR191W	YOR057W	PEX13	SGT1 
YLR191W	YNR064C	PEX13	YNR064C 
YLR191W	YNL206C	PEX13	RTT106 
YLR191W	YNL094W	PEX13	APP1 
YLR191W	YNL047C	PEX13	SLM2 
YLR191W	YOR181W	PEX13	LAS17 
YLR191W	YNL025C	PEX13	SSN8 
YLR191W	YML052W	PEX13	SUR7 
YLR191W	YMR192W	PEX13	GYL1 
YLR191W	YLR191W	PEX13	PEX13 
YLR191W	YPR171W	PEX13	BSP1 
YLR191W	YPL049C	PEX13	DIG1 
YLR191W	YPL084W	PEX13	BRO1 
YLR191W	YNL138W	PEX13	SRV2 
YLR191W	YOL044W	PEX13	PEX15 
YLR191W	YOR355W	PEX13	GDS1 
YLR191W	YNL214W	PEX13	PEX17 
YLR191W	YNR016C	PEX13	ACC1 
YLR191W	YPR091C	PEX13	YPR091C 
YLR191W	YMR066W	PEX13	SOV1 
YLR191W	YNL152W	PEX13	INN1 
YLR191W	YML035C	PEX13	AMD1 
YCR027C	YCR027C	RHB1	RHB1 
YCR027C	YER179W	RHB1	DMC1 
YCR027C	YOL083W	RHB1	ATG34 
YER125W	YLR429W	RSP5	CRN1 
YER125W	YGL245W	RSP5	GUS1 
YER125W	YGL219C	RSP5	MDM34 
YER125W	YGR287C	RSP5	IMA1 
YER125W	YLL039C	RSP5	UBI4 
YER125W	YJR096W	RSP5	YJR096W 
YER125W	YML048W	RSP5	GSF2 
YER125W	YOR335C	RSP5	ALA1 
YER125W	YOR362C	RSP5	PRE10 
YER125W	YOR322C	RSP5	LDB19 
YER125W	YMR196W	RSP5	YMR196W 
YER125W	YPL257WA	RSP5	YPL257WA 
YER125W	YNL117W	RSP5	MLS1 
YER125W	YJL115W	RSP5	ASF1 
YER125W	YMR092C	RSP5	AIP1 
YER125W	YMR303C	RSP5	ADH2 
YER125W	YGR200C	RSP5	ELP2 
YER125W	YPR139C	RSP5	VPS66 
YER125W	YFL058W	RSP5	THI5 
YER125W	YLR022C	RSP5	SDO1 
YER125W	YIR034C	RSP5	LYS1 
YER125W	YJL184W	RSP5	GON7 
YER125W	YNL334C	RSP5	SNO2 
YER125W	YMR171C	RSP5	EAR1 
YER125W	YNL009W	RSP5	IDP3 
YER125W	YJL025W	RSP5	RRN7 
YER125W	YGR136W	RSP5	LSB1 
YER125W	YIR033W	RSP5	MGA2 
YER125W	YGL184C	RSP5	STR3 
YER125W	YPR074C	RSP5	TKL1 
YER125W	YGL039W	RSP5	YGL039W 
YER125W	YMR041C	RSP5	ARA2 
YER125W	YLR392C	RSP5	ART10 
YER125W	YJR149W	RSP5	YJR149W 
YER125W	YFR022W	RSP5	ROG3 
YER125W	YOR251C	RSP5	TUM1 
YER125W	YKL128C	RSP5	PMU1 
YER125W	YPL171C	RSP5	OYE3 
YER125W	YHR174W	RSP5	ENO2 
YER125W	YKL020C	RSP5	SPT23 
YER125W	YHL024W	RSP5	RIM4 
YER125W	YPR160W	RSP5	GPH1 
YER125W	YPL222W	RSP5	FMP40 
YER125W	YOR056C	RSP5	NOB1 
YER125W	YHR112C	RSP5	YHR112C 
YER125W	YGR268C	RSP5	HUA1 
YER125W	YHL033C	RSP5	RPL8A 
YER125W	YOR224C	RSP5	RPB8 
YER125W	YJL084C	RSP5	ALY2 
YER125W	YHR131C	RSP5	YHR131C 
YER125W	YLR231C	RSP5	BNA5 
YER125W	YOR018W	RSP5	ROD1 
YER125W	YMR182C	RSP5	RGM1 
YER125W	YMR004W	RSP5	MVP1 
YER125W	YGR063C	RSP5	SPT4 
YER125W	YOR209C	RSP5	NPT1 
YER125W	YMR257C	RSP5	PET111 
YER125W	YOR181W	RSP5	LAS17 
YER125W	YPL117C	RSP5	IDI1 
YER125W	YLR192C	RSP5	HCR1 
YER125W	YJL151C	RSP5	SNA3 
YER125W	YNR011C	RSP5	PRP2 
YER125W	YKL150W	RSP5	MCR1 
YER125W	YPL176C	RSP5	TRE1 
YER125W	YIR001C	RSP5	SGN1 
YER125W	YKL069W	RSP5	YKL069W 
YER125W	YLL026W	RSP5	HSP104 
YER125W	YOR385W	RSP5	YOR385W 
YER125W	YMR146C	RSP5	TIF34 
YER125W	YML035C	RSP5	AMD1 
YER125W	YGL062W	RSP5	PYC1 
YER125W	YHR179W	RSP5	OYE2 
YER125W	YHR009C	RSP5	YHR009C 
YER125W	YLR069C	RSP5	MEF1 
YER125W	YGL208W	RSP5	SIP2 
YER125W	YMR205C	RSP5	PFK2 
YER125W	YPL258C	RSP5	THI21 
YER125W	YKR097W	RSP5	PCK1 
YER125W	YIL060W	RSP5	YIL060W 
YER125W	YKL124W	RSP5	SSH4 
YER125W	YMR315W	RSP5	YMR315W 
YER125W	YJL218W	RSP5	YJL218W 
YER125W	YLR167W	RSP5	RPS31 
YER125W	YGR068C	RSP5	ART5 
YER125W	YMR275C	RSP5	BUL1 
YER125W	YOL033W	RSP5	MSE1 
YER125W	YPL023C	RSP5	MET12 
YER125W	YPR135W	RSP5	CTF4 
YER125W	YLR258W	RSP5	GSY2 
YER125W	YOL103WA	RSP5	YOL103WA 
YER125W	YMR316W	RSP5	DIA1 
YER125W	YKL094W	RSP5	YJU3 
YER125W	YER125W	RSP5	RSP5 
YER125W	YLR079W	RSP5	SIC1 
YER125W	YPR158CC	RSP5	YPR158CC 
YER125W	YHR183W	RSP5	GND1 
YER125W	YNL045W	RSP5	LAP2 
YER125W	YOR236W	RSP5	DFR1 
YER125W	YGL161C	RSP5	YIP5 
YER125W	YNL220W	RSP5	ADE12 
YER125W	YKR049C	RSP5	FMP46 
YER125W	YGR252W	RSP5	GCN5 
YER125W	YMR120C	RSP5	ADE17 
YER125W	YOR143C	RSP5	THI80 
YER125W	YPL139C	RSP5	UME1 
YER125W	YPL077C	RSP5	YPL077C 
YER125W	YLR291C	RSP5	GCD7 
YER125W	YLR150W	RSP5	STM1 
YER125W	YML080W	RSP5	DUS1 
YMR263W	YPL240C	SAP30	HSP82 
YAL001C	YBR123C	TFC3	TFC1 
YJR132W	YPL240C	NMD5	HSP82 
YJR132W	YJR132W	NMD5	NMD5 
YJR132W	YLR310C	NMD5	CDC25 
YJR132W	YNL027W	NMD5	CRZ1 
YDR192C	YGR218W	NUP42	CRM1 
YDR192C	YMR255W	NUP42	GFD1 
YER021W	YPR108W	RPN3	RPN7 
YER021W	YER021W	RPN3	RPN3 
YER021W	YFR052W	RPN3	RPN12 
YGR197C	YGR197C	SNG1	SNG1 
YGR197C	YOR327C	SNG1	SNC2 
YDL106C	YFR024CA	PHO2	LSB3 
YDL106C	YFR034C	PHO2	PHO4 
YDL106C	YKR099W	PHO2	BAS1 
YDL106C	YML051W	PHO2	GAL80 
YDR505C	YPR154W	PSP1	PIN3 
YDL154W	YIL144W	MSH5	TID3 
YDL154W	YMR224C	MSH5	MRE11 
YDL154W	YDL154W	MSH5	MSH5 
YDL154W	YGL170C	MSH5	SPO74 
YDL154W	YGL025C	MSH5	PGD1 
YDL154W	YFL003C	MSH5	MSH4 
YCR030C	YPL240C	SYP1	HSP82 
YCR030C	YFR024CA	SYP1	LSB3 
YCR030C	YHR016C	SYP1	YSC84 
YCR030C	YCR030C	SYP1	SYP1 
YGL033W	YGL183C	HOP2	MND1 
YMR211W	YMR211W	DML1	DML1 
YGL202W	YGL202W	ARO8	ARO8 
YGL202W	YGR074W	ARO8	SMD1 
YBL036C	YGL216W	YBL036C	KIP3 
YPR178W	YPR178W	PRP4	PRP4 
YOL147C	YPL240C	PEX11	HSP82 
YOL147C	YOL147C	PEX11	PEX11 
YGR072W	YHR077C	UPF3	NMD2 
YGR072W	YMR080C	UPF3	NAM7 
YER022W	YGR186W	SRB4	TFG1 
YER022W	YMR112C	SRB4	MED11 
YER022W	YHR058C	SRB4	MED6 
YER022W	YOL051W	SRB4	GAL11 
YER022W	YGR005C	SRB4	TFG2 
YER022W	YHR041C	SRB4	SRB2 
YER022W	YPL129W	SRB4	TAF14 
YER022W	YGL025C	SRB4	PGD1 
YER022W	YPL248C	SRB4	GAL4 
YER022W	YKL117W	SRB4	SBA1 
YER022W	YER022W	SRB4	SRB4 
YER022W	YGR104C	SRB4	SRB5 
YIL118W	YOR061W	RHO3	CKA2 
YIL118W	YJL085W	RHO3	EXO70 
YIL118W	YOR326W	RHO3	MYO2 
YIL118W	YIL118W	RHO3	RHO3 
YKL217W	YKL217W	JEN1	JEN1 
YJR024C	YJR024C	MDE1	MDE1 
YFR011C	YNL113W	AIM13	RPC19 
YAL047C	YLR429W	SPC72	CRN1 
YAL047C	YLR212C	SPC72	TUB4 
YAL047C	YGR218W	SPC72	CRM1 
YAL047C	YHR158C	SPC72	KEL1 
YAL047C	YAL047C	SPC72	SPC72 
YAL047C	YCL032W	SPC72	STE50 
YAL047C	YIL061C	SPC72	SNP1 
YAL047C	YGL212W	SPC72	VAM7 
YAL047C	YPL093W	SPC72	NOG1 
YAL047C	YHR172W	SPC72	SPC97 
YAL047C	YLR045C	SPC72	STU2 
YAL047C	YJL114W	SPC72	YJL114W 
YAL047C	YNL126W	SPC72	SPC98 
YAL047C	YEL061C	SPC72	CIN8 
YAL047C	YMR001C	SPC72	CDC5 
YAL047C	YJL113W	SPC72	YJL113W 
YAL047C	YDR439W	SPC72	LRS4 
YDR256C	YER125W	CTA1	RSP5 
YDR256C	YLR291C	CTA1	GCD7 
YDR256C	YMR033W	CTA1	ARP9 
YDR256C	YDR256C	CTA1	CTA1 
YDR256C	YPL070W	CTA1	MUK1 
YDR256C	YNL189W	CTA1	SRP1 
YNL287W	YNL287W	SEC21	SEC21 
YBR094W	YLR264W	PBY1	RPS28B 
YBR094W	YOR167C	PBY1	RPS28A 
YBR094W	YBR094W	PBY1	PBY1 
YBR094W	YOL149W	PBY1	DCP1 
YBR094W	YDL015C	PBY1	TSC13 
YOR260W	YOR260W	GCD1	GCD1 
YOR260W	YPL070W	GCD1	MUK1 
YGL251C	YGL251C	HFM1	HFM1 
YHL026C	YHR005C	YHL026C	GPA1 
YHL026C	YHL026C	YHL026C	YHL026C 
YHR014W	YHR185C	SPO13	PFS1 
YHR014W	YHR014W	SPO13	SPO13 
YJL102W	YOL133W	MEF2	HRT1 
YCR028C	YGL051W	FEN2	MST27 
YCR028C	YJL004C	FEN2	SYS1 
YCR028C	YNR065C	FEN2	YNR065C 
YCR028C	YLR372W	FEN2	SUR4 
YCR028C	YOR254C	FEN2	SEC63 
YCR028C	YCR028C	FEN2	FEN2 
YDL015C	YMR215W	TSC13	GAS3 
YDL015C	YHR133C	TSC13	NSG1 
YDL015C	YHL048W	TSC13	COS8 
YDL015C	YPL264C	TSC13	YPL264C 
YDL015C	YDR506C	TSC13	YDR506C 
YDL015C	YGL200C	TSC13	EMP24 
YDL015C	YGR284C	TSC13	ERV29 
YDL015C	YLR411W	TSC13	CTR3 
YDL015C	YLR372W	TSC13	SUR4 
YDL015C	YOR324C	TSC13	FRT1 
YDL015C	YJL117W	TSC13	PHO86 
YDL015C	YPL240C	TSC13	HSP82 
YDL015C	YJR117W	TSC13	STE24 
YDL015C	YHR140W	TSC13	YHR140W 
YDL015C	YML048W	TSC13	GSF2 
YDL015C	YHR026W	TSC13	VMA16 
YDL015C	YNL101W	TSC13	AVT4 
YDL015C	YDR331W	TSC13	GPI8 
YDL015C	YDL232W	TSC13	OST4 
YDL015C	YDR307W	TSC13	YDR307W 
YDL015C	YKL154W	TSC13	SRP102 
YDL015C	YJL196C	TSC13	ELO1 
YDL015C	YDL206W	TSC13	YDL206W 
YDL015C	YGR060W	TSC13	ERG25 
YDL015C	YKL008C	TSC13	LAC1 
YDL015C	YKL065C	TSC13	YET1 
YDL015C	YLR343W	TSC13	GAS2 
YDL015C	YIR038C	TSC13	GTT1 
YDL015C	YPL087W	TSC13	YDC1 
YDL015C	YDL015C	TSC13	TSC13 
YDL015C	YPR028W	TSC13	YOP1 
YDL015C	YOR016C	TSC13	ERP4 
YDL015C	YJL002C	TSC13	OST1 
YCR016W	YIL030C	YCR016W	SSM4 
YCR016W	YKL012W	YCR016W	PRP40 
YER149C	YLR330W	PEA2	CHS5 
YER149C	YMR232W	PEA2	FUS2 
YER149C	YER149C	PEA2	PEA2 
YER149C	YJL074C	PEA2	SMC3 
YER149C	YMR124W	PEA2	YMR124W 
YER149C	YLR319C	PEA2	BUD6 
YER149C	YIL159W	PEA2	BNR1 
YDL035C	YER020W	GPR1	GPA2 
YDL090C	YKR048C	RAM1	NAP1 
YDL090C	YMR139W	RAM1	RIM11 
YDL090C	YKL019W	RAM1	RAM2 
YDL090C	YDL090C	RAM1	RAM1 
YBR177C	YHR114W	EHT1	BZZ1 
YBR177C	YER125W	EHT1	RSP5 
YJL034W	YOL031C	KAR2	SIL1 
YJL034W	YJL034W	KAR2	KAR2 
YJL034W	YOR254C	KAR2	SEC63 
YLR066W	YOL020W	SPC3	TAT2 
YLR066W	YLR066W	SPC3	SPC3 
YGR156W	YKL129C	PTI1	MYO3 
YGR156W	YGR156W	PTI1	PTI1 
YBR125C	YDR071C	PTC4	PAA1 
YBR173C	YBR173C	UMP1	UMP1 
YBR173C	YKR086W	UMP1	PRP16 
YBR173C	YPR103W	UMP1	PRE2 
YBR173C	YGL011C	UMP1	SCL1 
YHR057C	YJR091C	CPR2	JSN1 
YHR057C	YHR057C	CPR2	CPR2 
YLR234W	YPL024W	TOP3	RMI1 
YLR234W	YMR190C	TOP3	SGS1 
YJR124C	YJR124C	YJR124C	YJR124C 
YHR107C	YLR147C	CDC12	SMD3 
YHR107C	YMR117C	CDC12	SPC24 
YHR107C	YLR314C	CDC12	CDC3 
YHR107C	YIL144W	CDC12	TID3 
YHR107C	YMR198W	CDC12	CIK1 
YHR107C	YJR076C	CDC12	CDC11 
YHR107C	YPL240C	CDC12	HSP82 
YHR107C	YHR107C	CDC12	CDC12 
YHR107C	YPL161C	CDC12	BEM4 
YHR107C	YNL298W	CDC12	CLA4 
YER112W	YNL091W	LSM4	NST1 
YER112W	YNL199C	LSM4	GCR2 
YER112W	YLR438CA	LSM4	LSM3 
YER112W	YNL118C	LSM4	DCP2 
YER112W	YOL149W	LSM4	DCP1 
YER112W	YJL110C	LSM4	GZF3 
YER112W	YER146W	LSM4	LSM5 
YER112W	YLR386W	LSM4	VAC14 
YER112W	YER172C	LSM4	BRR2 
YER112W	YOR039W	LSM4	CKB2 
YER112W	YKL209C	LSM4	STE6 
YER112W	YGL173C	LSM4	KEM1 
YER112W	YJR022W	LSM4	LSM8 
YER112W	YER124C	LSM4	DSE1 
YER112W	YJL155C	LSM4	FBP26 
YER112W	YLL032C	LSM4	YLL032C 
YER112W	YOR167C	LSM4	RPS28A 
YER112W	YJL124C	LSM4	LSM1 
YER112W	YER112W	LSM4	LSM4 
